ID,start_time,completion_time,survey_duration,profession_1,hobby_coding_2,employment_3,region_4,city_5,age_range_6,new_tool_7,prim_opsyst_14,rather_opsyst_15,purch_influence_16,solution_research_17,highest_edu_18,prim_study_19,edu_importance_20,change_edu_21,job_satisfaction_22,company_size_23,weekly_work_hours_24,overtime_work_25,company_onboarding_process_26,improve_onboarding_27,monthly_salary_28,job_status_29,drivers_for_new_jobs_30,how_learn_about_company_31,dev_community_member_32,which_dev_community_33,age_optional_34,gender_35,transgender_36,sexual_orientation_37,ethnicity_38,disabilitys_39,mental_illness_40,dependents_41,survey_length_42,survey_difficulty_43,final_thoughts_44
96,2020-10-20T14:38:12Z,2020-10-20T14:46:36Z,504,I am a developer by profession,Yes,Employed part-time,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have a great deal of influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Fairly important,More Focus on Mathematics,Neither satisfied nor dissatisfied,Below 20,50,Frequently: 3 or more days per week,No,More focus on developers,"GHS 3,500 - GHS 4,000",I am actively looking for a job,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Wanting to work with new technologies;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Hacklab Foundation;Laravel Developers Ghana;DevCongress;Google Developer Group,24,Man,No,Straight / Heterosexual,Black or of African descent,I am deaf / hard of hearing;I am blind / have difficulty seeing;,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;",Yes,Too long,Neither easy nor difficult,
97,2020-10-20T15:19:59Z,2020-10-20T15:35:52Z,953,I am a student who is learning to code,Yes,Student,"Eastern Region, Ghana","Koforidua, Ghana",20 - 25,,Linux-based,MacOS,I have a great deal of influence,Start a free trial;,Bachelor,Computer_Science_Engineering,Critically important,Nothing,Slightly satisfied,Below 10,40,Often: 1-2 days per week,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;,"Read company media, such as employees blogs or company culture videos;",Yes,Python Africa,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Easy,
98,2020-10-20T16:06:34Z,2020-10-20T16:21:30Z,896,I am a student who is learning to code,Yes,Student,"Northern Region, Ghana","Tamale, Ghana",20 - 25,Every few months,Windows,Linux-based,I have little or no influence,Visit developer communities like Stack Overflow;Start a free trial;Ask developers I know/work with;,Bachelor,Information_Technology,Very important,,,,,,,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Google Developer Student Club,,Man,No,Prefer not to say,I prefer not to answer,,,,Appropriate in length,Neither easy nor difficult,
99,2020-10-20T16:35:04Z,2020-10-20T16:52:43Z,1059,I am a developer by profession,Yes,"Independent contractor, freelancer, or self-employed",Volta Region,"HO, Ghana",20 - 25,Every few months,Linux-based,MacOS,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;Ask developers I know/work with;,Higher_National_Diploma,Information_Technology,Very important,,,,,Sometimes: 1-2 days per month but less than weekly,,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Wanting to improve your skills;Wanting to work with new technologies;,Personal network - friends or family;,Yes,Laravel Developers Ghana;PHP Loung;PHP Grammers;Flutter Ghana;IoT Network Hub,24,Man,,,,,,No,Too long,Easy,
100,2020-10-20T17:17:32Z,2020-10-20T17:38:10Z,1238,I am a student who is learning to code,Yes,Student,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,MacOS,MacOS,,,Secondary_High_School,General_Arts,Fairly important,Nothing,Very satisfied,,,,,,,"I'm not actively looking, but I am open to new opportunities",,,Yes,Developer Student Club - KNUST,20,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,"We are fast approaching a more advanced world, the earlier you learn how to code, the better, regardless of your  educational background, everyone can learn how to code."
101,2020-10-21T04:26:29Z,2020-10-21T04:37:30Z,661,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,"Not employed, but looking for work",Greater Accra Region,"accra, Ghana",20 - 25,Once a year,Windows,Linux-based,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Other_Engineering,Fairly important,field of study,Slightly satisfied,Below 10,30,Sometimes: 1-2 days per month but less than weekly,Yes,,"Less than GHS 1,500",I am actively looking for a job,Curious about other opportunities;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,24,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
102,2020-10-21T06:47:46Z,2020-10-21T06:59:40Z,714,I am a student who is learning to code,No,Student,Ashanti Region,"Kumasi, Ghana",26 - 30,Once a decade,Windows,Windows,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Health_Science,Fairly important,,Neither satisfied nor dissatisfied,1,21,Sometimes: 1-2 days per month but less than weekly,No,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Better compensation;Curious about other opportunities;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,
103,2020-10-21T10:29:28Z,2020-10-21T10:37:03Z,455,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",26 - 30,Every few months,MacOS,MacOS,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Not at all important/not necessary,Nothing,Very satisfied,Below 10,60,Frequently: 3 or more days per week,Yes,,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,Facebook Developer Circle;DevCongress;Google Developers Group,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
104,2020-10-21T17:39:44Z,2020-10-21T17:48:50Z,546,I code primarily as a hobby,Yes,"Not employed, but looking for work","Eastern Region, Ghana","Koforidua, Ghana",20 - 25,Every few months,Windows,Windows,I have some influence,Start a free trial;,Bachelor,Health_Science,Very important,Yes,Neither satisfied nor dissatisfied,1,40,Sometimes: 1-2 days per month but less than weekly,Yes,,"Less than GHS 1,500",I am actively looking for a job,Better compensation;Better work/life balance;Trouble with leadership at my company;Looking to relocate;Wanting to improve your skills;Curious about other opportunities;,"Personal network - friends or family;Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,icrate IT systems,24,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,No comments
105,2020-10-21T20:17:54Z,2020-10-21T20:30:01Z,727,"I am not primarily a developer, but I write code sometimes as part of my work",No,Employed full-time,Greater Accra Region,"accra, Ghana",26 - 30,Once a year,Windows,Windows,I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Very important,Nothing,Very satisfied,Over 100,40,Occasionally: 1-2 days per quarter but less than monthly,Yes,More interaction with leads,"GHS 1,500 - GHS 2,000",I am not interested in new job oportunities,Curious about other opportunities;Better compensation;Wanting to improve your skills;,"Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,DevCongress;PyLadies Ghana,28,Woman,No,,Black or of African descent,None of the above;,,No,Appropriate in length,Easy,
106,2020-10-21T20:45:30Z,2020-10-21T21:02:17Z,1007,"I am not primarily a developer, but I write code sometimes as part of my work",No,Employed full-time,"Northern Region, Ghana","Tamale, Ghana",26 - 30,,Linux-based,Linux-based,I have a great deal of influence,Start a free trial;Ask developers I know/work with;,,,,learn programming earlier,Very satisfied,Below 20,55,Frequently: 3 or more days per week,Yes,,"GHS 8,000 - GHS 10,000",I am not interested in new job oportunities,Better compensation;Better work/life balance;Wanting to improve your skills;,"Personal network - friends or family;Read company media, such as employees blogs or company culture videos;",Yes,PyLadies Ghana,,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
107,2020-10-22T08:06:14Z,2020-10-22T08:16:22Z,608,I am a student who is learning to code,No,"Not employed, but looking for work","Northern Region, Ghana","Tamale, Ghana",20 - 25,Every few months,Windows,Linux-based,I have some influence,Visit developer communities like Stack Overflow;,Secondary_High_School,Computer_Science_Engineering,Fairly important,,Slightly satisfied,1,32,Never,No,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;",Yes,,19,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Easy,
108,2020-10-22T09:02:04Z,2020-10-22T09:22:52Z,1248,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,Employed full-time,Ashanti Region,"Oduom, Ghana",26 - 30,Every few months,Linux-based,Linux-based,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Electrical_Engineering,Somewhat important,Nothing,Slightly satisfied,Below 100,50,Sometimes: 1-2 days per month but less than weekly,No,Assign mentors to newly assigned employees,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Better work/life balance;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Arduino developer community;Raspberry pi developer community;Stack Exchange;Tensorflow developers,26,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
109,2020-10-22T13:03:29Z,2020-10-22T13:10:50Z,441,I am a student who is learning to code,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",20 - 25,,Linux-based,MacOS,I have little or no influence,Ask developers I know/work with;,Bachelor,Information_Technology,Fairly important,,Neither satisfied nor dissatisfied,Below 20,40,Frequently: 3 or more days per week,No,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Publicly available financial information (e.g. Crunchbase);Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,PyLadies Ghana,25,Woman,No,,Black or of African descent,I wear glasses;,None of the above;,No,Appropriate in length,Easy,
